record,slice_name,total_texts,first_text_id,last_text_id,tmp_slice_path,final_slice_path,conllu_path,origin_filepath,data_origin_group,final_df_path,exclusions_path,slice_number,started_at,finished_at,parsing_time,slice_number_str,days,time,seconds,kept_df_mtime,excl_df_mtime,slice_df_mtime,conllu_mtime,kept_df_gzMB,excl_df_gzMB,slice_df_gzMB,conllu_MB,end_timedelta
07-007-0158,Pcc07_7,9999,pcc_eng_07_007.0001_x0097173,pcc_eng_07_007.9999_x0113315,pile_tables/slices/Pcc07/tmp/pile_07-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-007_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-007.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,7,2022-04-13 09:55:00,2022-04-13 10:46:00,0 days 00:51:49,007,0,0 days 00:51:49,3109,2022-04-13 04:14:00,2022-05-04 16:29:00,2022-04-13 04:15:00,2022-04-13 10:46:00,1014.8,1748.1,9.4,380.4,0.0
15-008-0159,Pcc15_8,9999,pcc_eng_15_008.0001_x0113061,pcc_eng_15_008.9999_x0129212,pile_tables/slices/Pcc15/tmp/pile_15-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-008_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-008.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,8,2022-04-13 09:58:00,2022-04-13 10:48:00,0 days 00:50:53,008,0,0 days 00:50:53,3053,2022-04-13 03:51:00,2022-04-22 07:27:00,2022-04-13 03:52:00,2022-04-13 10:48:00,1016.0,1754.6,9.4,382.2,0.0
04-008-0160,Pcc04_8,9999,pcc_eng_04_008.0001_x0113313,pcc_eng_04_008.9999_x0129461,pile_tables/slices/Pcc04/tmp/pile_04-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-008_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-008.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,8,2022-04-13 10:00:00,2022-04-13 10:51:00,0 days 00:50:31,008,0,0 days 00:50:31,3031,2022-04-13 03:36:00,2022-06-03 07:10:00,2022-04-13 03:37:00,2022-04-13 10:51:00,1013.6,1742.4,9.3,373.1,0.0
11-011-0161,Pcc11_11,9999,pcc_eng_11_011.0001_x0161806,pcc_eng_11_011.9999_x0177759,pile_tables/slices/Pcc11/tmp/pile_11-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-011_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-011.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,11,2022-04-13 10:10:00,2022-04-13 10:51:00,0 days 00:41:41,011,0,0 days 00:41:41,2501,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 10:51:00,1012.4,1750.2,9.2,370.7,0.0
16-008-0162,Pcc16_8,9999,pcc_eng_16_008.0001_x0113665,pcc_eng_16_008.9999_x0129796,pile_tables/slices/Pcc16/tmp/pile_16-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-008_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-008.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,8,2022-04-13 10:01:00,2022-04-13 10:52:00,0 days 00:51:36,008,0,0 days 00:51:36,3096,2022-04-13 03:44:00,2022-05-31 14:52:00,2022-04-13 03:45:00,2022-04-13 10:52:00,1012.7,1750.4,9.4,379.6,0.0
08-010-0163,Pcc08_10,9999,pcc_eng_08_010.0001_x0145475,pcc_eng_08_010.9999_x0161606,pile_tables/slices/Pcc08/tmp/pile_08-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-010_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-010.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,10,2022-04-13 10:11:00,2022-04-13 10:53:00,0 days 00:42:27,010,0,0 days 00:42:27,2547,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 10:53:00,1011.5,1752.3,9.3,379.6,0.0
05-009-0164,Pcc05_9,9999,pcc_eng_05_009.0001_x0129819,pcc_eng_05_009.9999_x0145996,pile_tables/slices/Pcc05/tmp/pile_05-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-009_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-009.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,9,2022-04-13 10:04:00,2022-04-13 10:55:00,0 days 00:51:10,009,0,0 days 00:51:10,3070,2022-04-13 03:00:00,2022-04-22 08:54:00,2022-04-13 03:01:00,2022-04-13 10:55:00,1012.5,1758.6,9.5,384.0,0.0
13-009-0165,Pcc13_9,9999,pcc_eng_13_009.0001_x0129097,pcc_eng_13_009.9999_x0145255,pile_tables/slices/Pcc13/tmp/pile_13-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-009_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-009.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,9,2022-04-13 10:21:00,2022-04-13 11:07:00,0 days 00:46:03,009,0,0 days 00:46:03,2763,2022-04-13 03:38:00,2022-04-22 18:21:00,2022-04-13 03:39:00,2022-04-13 11:07:00,1015.6,1755.2,9.6,389.2,0.0
12-009-0166,Pcc12_9,9999,pcc_eng_12_009.0001_x0129332,pcc_eng_12_009.9999_x0145634,pile_tables/slices/Pcc12/tmp/pile_12-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-009_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-009.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,9,2022-04-13 10:22:00,2022-04-13 11:08:00,0 days 00:46:09,009,0,0 days 00:46:09,2769,2022-04-13 03:31:00,2022-06-28 15:27:00,2022-04-13 03:32:00,2022-04-13 11:08:00,1012.8,1753.8,9.4,381.2,0.0
10-011-0167,Pcc10_11,9999,pcc_eng_10_011.0001_x0161529,pcc_eng_10_011.9999_x0177733,pile_tables/slices/Pcc10/tmp/pile_10-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-011_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-011.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,11,2022-04-13 10:26:00,2022-04-13 11:09:00,0 days 00:43:13,011,0,0 days 00:43:13,2593,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:55:00,2022-04-13 11:09:00,1015.6,1740.5,9.5,386.0,0.0
09-011-0168,Pcc09_11,9999,pcc_eng_09_011.0001_x0162113,pcc_eng_09_011.9999_x0178238,pile_tables/slices/Pcc09/tmp/pile_09-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-011_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-011.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,11,2022-04-13 10:32:00,2022-04-13 11:15:00,0 days 00:43:04,011,0,0 days 00:43:04,2584,2022-04-13 03:04:00,2022-04-22 12:24:00,2022-04-13 03:05:00,2022-04-13 11:15:00,1013.6,1764.9,9.4,379.8,0.0
28-019-0169,Pcc28_19,9999,pcc_eng_28_019.0001_x0290941,pcc_eng_28_019.9999_x0307267,pile_tables/slices/Pcc28/tmp/pile_28-019_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-019_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-019.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,19,2022-04-13 10:35:00,2022-04-13 11:19:00,0 days 00:44:36,019,0,0 days 00:44:36,2676,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:28:00,2022-04-13 11:19:00,1014.1,1750.6,9.4,381.1,0.0
01-010-0170,Pcc01_10,9999,pcc_eng_01_010.0001_x0145425,pcc_eng_01_010.9999_x0161570,pile_tables/slices/Pcc01/tmp/pile_01-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-010_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-010.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,10,2022-04-13 10:45:00,2022-04-13 11:31:00,0 days 00:45:43,010,0,0 days 00:45:43,2743,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:31:00,2022-04-13 11:31:00,1013.1,0.2,9.4,381.5,0.0
11-012-0171,Pcc11_12,9999,pcc_eng_11_012.0001_x0177761,pcc_eng_11_012.9999_x0194001,pile_tables/slices/Pcc11/tmp/pile_11-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-012_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-012.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,12,2022-04-13 10:51:00,2022-04-13 11:34:00,0 days 00:43:20,012,0,0 days 00:43:20,2600,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 11:34:00,1012.4,1750.2,9.5,384.6,0.0
15-009-0172,Pcc15_9,9999,pcc_eng_15_009.0001_x0129213,pcc_eng_15_009.9999_x0145343,pile_tables/slices/Pcc15/tmp/pile_15-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-009_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-009.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,9,2022-04-13 10:48:00,2022-04-13 11:40:00,0 days 00:51:10,009,0,0 days 00:51:10,3070,2022-04-13 03:51:00,2022-04-22 07:27:00,2022-04-13 03:52:00,2022-04-13 11:40:00,1016.0,1754.6,9.7,393.6,0.0
04-009-0173,Pcc04_9,9999,pcc_eng_04_009.0001_x0129463,pcc_eng_04_009.9999_x0145512,pile_tables/slices/Pcc04/tmp/pile_04-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-009_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-009.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,9,2022-04-13 10:51:00,2022-04-13 11:42:00,0 days 00:50:59,009,0,0 days 00:50:59,3059,2022-04-13 03:36:00,2022-06-03 07:10:00,2022-04-13 03:37:00,2022-04-13 11:42:00,1013.6,1742.4,9.4,379.4,0.0
08-011-0174,Pcc08_11,9999,pcc_eng_08_011.0001_x0161607,pcc_eng_08_011.9999_x0177923,pile_tables/slices/Pcc08/tmp/pile_08-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-011_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-011.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,11,2022-04-13 11:02:00,2022-04-13 11:45:00,0 days 00:42:51,011,0,0 days 00:42:51,2571,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 11:45:00,1011.5,1752.3,9.4,378.4,0.0
05-010-0175,Pcc05_10,9999,pcc_eng_05_010.0001_x0145998,pcc_eng_05_010.9999_x0162200,pile_tables/slices/Pcc05/tmp/pile_05-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-010_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-010.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,10,2022-04-13 10:55:00,2022-04-13 11:45:00,0 days 00:49:38,010,0,0 days 00:49:38,2978,2022-04-13 03:00:00,2022-04-22 08:54:00,2022-04-13 03:01:00,2022-04-13 11:45:00,1012.5,1758.6,9.4,379.8,0.0
16-009-0176,Pcc16_9,9999,pcc_eng_16_009.0001_x0129797,pcc_eng_16_009.9999_x0145998,pile_tables/slices/Pcc16/tmp/pile_16-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-009_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-009.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,9,2022-04-13 10:52:00,2022-04-13 11:46:00,0 days 00:54:17,009,0,0 days 00:54:17,3257,2022-04-13 03:44:00,2022-05-31 14:52:00,2022-04-13 03:45:00,2022-04-13 11:46:00,1012.7,1750.4,9.4,379.9,0.0
13-010-0177,Pcc13_10,9999,pcc_eng_13_010.0001_x0145257,pcc_eng_13_010.9999_x0161354,pile_tables/slices/Pcc13/tmp/pile_13-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-010_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-010.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,10,2022-04-13 11:07:00,2022-04-13 11:52:00,0 days 00:45:07,010,0,0 days 00:45:07,2707,2022-04-13 03:38:00,2022-04-22 18:21:00,2022-04-13 03:39:00,2022-04-13 11:52:00,1015.6,1755.2,9.4,378.4,0.0
10-012-0178,Pcc10_12,9999,pcc_eng_10_012.0001_x0177737,pcc_eng_10_012.9999_x0193889,pile_tables/slices/Pcc10/tmp/pile_10-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-012_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-012.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,12,2022-04-13 11:09:00,2022-04-13 11:52:00,0 days 00:42:55,012,0,0 days 00:42:55,2575,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:55:00,2022-04-13 11:52:00,1015.6,1740.5,9.6,389.1,0.0
12-010-0179,Pcc12_10,9999,pcc_eng_12_010.0001_x0145635,pcc_eng_12_010.9999_x0161974,pile_tables/slices/Pcc12/tmp/pile_12-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-010_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-010.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,10,2022-04-13 11:08:00,2022-04-13 11:54:00,0 days 00:46:11,010,0,0 days 00:46:11,2771,2022-04-13 03:31:00,2022-06-28 15:27:00,2022-04-13 03:32:00,2022-04-13 11:54:00,1012.8,1753.8,9.5,384.8,0.0
09-012-0180,Pcc09_12,9999,pcc_eng_09_012.0001_x0178239,pcc_eng_09_012.9999_x0194366,pile_tables/slices/Pcc09/tmp/pile_09-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-012_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-012.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,12,2022-04-13 11:15:00,2022-04-13 11:56:00,0 days 00:41:41,012,0,0 days 00:41:41,2501,2022-04-13 03:04:00,2022-04-22 12:24:00,2022-04-13 03:05:00,2022-04-13 11:56:00,1013.6,1764.9,9.1,368.3,0.0
28-020-0181,Pcc28_20,9999,pcc_eng_28_020.0001_x0307269,pcc_eng_28_020.9999_x0323230,pile_tables/slices/Pcc28/tmp/pile_28-020_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-020_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-020.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,20,2022-04-13 11:19:00,2022-04-13 12:06:00,0 days 00:47:06,020,0,0 days 00:47:06,2826,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:28:00,2022-04-13 12:06:00,1014.1,1750.6,9.6,389.0,0.0
11-013-0182,Pcc11_13,9999,pcc_eng_11_013.0001_x0194005,pcc_eng_11_013.9999_x0210135,pile_tables/slices/Pcc11/tmp/pile_11-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-013_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-013.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,13,2022-04-13 11:34:00,2022-04-13 12:17:00,0 days 00:42:18,013,0,0 days 00:42:18,2538,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 12:17:00,1012.4,1750.2,9.4,380.6,0.0
08-012-0183,Pcc08_12,9999,pcc_eng_08_012.0001_x0177926,pcc_eng_08_012.9999_x0194016,pile_tables/slices/Pcc08/tmp/pile_08-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-012_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-012.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,12,2022-04-13 11:45:00,2022-04-13 12:26:00,0 days 00:41:07,012,0,0 days 00:41:07,2467,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 12:26:00,1011.5,1752.3,9.3,376.6,0.0
15-010-0184,Pcc15_10,9999,pcc_eng_15_010.0001_x0145344,pcc_eng_15_010.9999_x0161432,pile_tables/slices/Pcc15/tmp/pile_15-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-010_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-010.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,10,2022-04-13 11:40:00,2022-04-13 12:32:00,0 days 00:52:07,010,0,0 days 00:52:07,3127,2022-04-13 03:51:00,2022-04-22 07:27:00,2022-04-13 03:52:00,2022-04-13 12:32:00,1016.0,1754.6,9.3,375.0,0.0
10-013-0185,Pcc10_13,9999,pcc_eng_10_013.0001_x0193890,pcc_eng_10_013.9999_x0210092,pile_tables/slices/Pcc10/tmp/pile_10-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-013_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-013.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,13,2022-04-13 11:52:00,2022-04-13 12:35:00,0 days 00:42:34,013,0,0 days 00:42:34,2554,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:55:00,2022-04-13 12:35:00,1015.6,1740.5,9.4,379.5,0.0
09-013-0186,Pcc09_13,9999,pcc_eng_09_013.0001_x0194367,pcc_eng_09_013.9999_x0210597,pile_tables/slices/Pcc09/tmp/pile_09-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-013_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-013.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,13,2022-04-13 11:56:00,2022-04-13 12:39:00,0 days 00:42:37,013,0,0 days 00:42:37,2557,2022-04-13 03:04:00,2022-04-22 12:24:00,2022-04-13 03:05:00,2022-04-13 12:39:00,1013.6,1764.9,9.3,377.0,0.0
13-011-0187,Pcc13_11,9999,pcc_eng_13_011.0001_x0161355,pcc_eng_13_011.9999_x0177434,pile_tables/slices/Pcc13/tmp/pile_13-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-011_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-011.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,11,2022-04-13 11:52:00,2022-04-13 12:39:00,0 days 00:46:58,011,0,0 days 00:46:58,2818,2022-04-13 03:38:00,2022-04-22 18:21:00,2022-04-13 03:39:00,2022-04-13 12:39:00,1015.6,1755.2,9.4,378.5,0.0
16-010-0188,Pcc16_10,9999,pcc_eng_16_010.0001_x0145999,pcc_eng_16_010.9999_x0162228,pile_tables/slices/Pcc16/tmp/pile_16-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-010_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-010.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,10,2022-04-13 11:46:00,2022-04-13 12:40:00,0 days 00:53:02,010,0,0 days 00:53:02,3182,2022-04-13 03:44:00,2022-05-31 14:52:00,2022-04-13 03:45:00,2022-04-13 12:39:00,1012.7,1750.4,9.5,385.6,-1.0
04-010-0189,Pcc04_10,9999,pcc_eng_04_010.0001_x0145513,pcc_eng_04_010.9999_x0161711,pile_tables/slices/Pcc04/tmp/pile_04-010_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-010_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-010.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,10,2022-04-13 11:52:00,2022-04-13 12:45:00,0 days 00:52:37,010,0,0 days 00:52:37,3157,2022-04-13 03:36:00,2022-06-03 07:10:00,2022-04-13 03:37:00,2022-04-13 12:45:00,1013.6,1742.4,9.3,377.4,0.0
28-021-0190,Pcc28_21,9999,pcc_eng_28_021.0001_x0323231,pcc_eng_28_021.9999_x0339247,pile_tables/slices/Pcc28/tmp/pile_28-021_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-021_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-021.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,21,2022-04-13 12:06:00,2022-04-13 12:48:00,0 days 00:41:58,021,0,0 days 00:41:58,2518,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:28:00,2022-04-13 12:48:00,1014.1,1750.6,9.4,381.4,0.0
05-011-0191,Pcc05_11,9999,pcc_eng_05_011.0001_x0162201,pcc_eng_05_011.9999_x0178349,pile_tables/slices/Pcc05/tmp/pile_05-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-011_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-011.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,11,2022-04-13 11:55:00,2022-04-13 12:49:00,0 days 00:53:11,011,0,0 days 00:53:11,3191,2022-04-13 03:00:00,2022-04-22 08:54:00,2022-04-13 03:02:00,2022-04-13 12:49:00,1012.5,1758.6,9.5,384.3,0.0
12-011-0192,Pcc12_11,9999,pcc_eng_12_011.0001_x0161977,pcc_eng_12_011.9999_x0178057,pile_tables/slices/Pcc12/tmp/pile_12-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-011_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-011.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,11,2022-04-13 12:02:00,2022-04-13 12:50:00,0 days 00:47:06,011,0,0 days 00:47:06,2826,2022-04-13 03:31:00,2022-06-28 15:27:00,2022-04-13 03:32:00,2022-04-13 12:50:00,1012.8,1753.8,9.4,382.7,0.0
08-013-0193,Pcc08_13,9999,pcc_eng_08_013.0001_x0194018,pcc_eng_08_013.9999_x0210200,pile_tables/slices/Pcc08/tmp/pile_08-013_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-013_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-013.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,13,2022-04-13 12:26:00,2022-04-13 13:10:00,0 days 00:43:55,013,0,0 days 00:43:55,2635,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 13:10:00,1011.5,1752.3,9.3,390.8,0.0
11-014-0194,Pcc11_14,9999,pcc_eng_11_014.0001_x0210137,pcc_eng_11_014.9999_x0226498,pile_tables/slices/Pcc11/tmp/pile_11-014_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-014_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-014.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,14,2022-04-13 12:26:00,2022-04-13 13:10:00,0 days 00:44:30,014,0,0 days 00:44:30,2670,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 13:10:00,1012.4,1750.2,9.5,384.8,0.0
